Author,Book_name,Content,Issuiers,Market_Price,Num_Page,Price,Publish_date,Publisher,Status,Weight
Oda Shiori,Sakurako Và Bộ Xương Dưới Gốc Anh Đào - Tập 5,"Hokkaido, Hakodate. Tôi, Shoutarou cùng với cô tiểu thư yêu xương và bí ẩn Sakurako cùng du hành đến thành phố ấy. Nhưng chúng tôi chẳng phải đi chơi. Là để điều tra một vụ án mà người chú kính yêu của Sakurako từng theo đuổi. Vụ án ấy có một điểm chung với vụ án mà chúng tôi từng giải quyết, đó là những mẩu xương cánh bướm. Chúng tôi đã thách thức vụ án đã trôi vào quá khứ ấy… Cuốn sách này còn bao gồm cả một câu chuyện ngắn cho thấy sự quyến rũ của Sakurako, người con gái vừa kiêu hãnh cao quý vừa ngây thơ.",Thái Hà,105000,300,89000,21/12/2020,NXB Hà Nội,Còn hàng,450
Oda Shiori,Sakurako Và Bộ Xương Dưới Gốc Anh Đào - Tập 6,"Asahikawa, Hokkaido. Mùa hè năm ấy, tôi – Shoutarou đã gặp gỡ Sakurako. Một cô tiểu thư xinh đẹp sống gần trong dinh thự màu trắng. Đó là ấn tượng đầu tiên. Tôi ngấm ngầm mong đợi cơ hội được gặp lại cô, nhưng lại lỡ nhìn thấy cô đang bê một thứ gì máu me ngay trước cổng dinh thự. Chưa kể, bà lão hàng xóm lại đang mất tích… “Người đàn bà đào đát” là vụ án thử thách đầu tay đối với Sakurako và Shoutarou. Kỷ niệm đó cũng đồng thời gợi Shoutarou nhớ về những điều quan trọng.",Thái Hà,105000,312,89000,21/12/2020,NXB Hà Nội,Còn hàng,450
Oda Shiori,Sakurako Và Bộ Xương Dưới Gốc Anh Đào - Tập 8 - Bản Đặc Biệt,"Tháng tư tại Asahikawa là thời điểm chuyển giao giữa hai mùa đông xuân. Tôi, Shoutarou, lên lớp 11 và tiếp tục học cùng lớp với thằng bạn thân nối khố Imai và cả cô bạn thân thiết Kougami nữa. Thầy giáo chủ nhiệm là thầy Isozaki đã quá rành tính cách. Ai ngờ cô bạn mới chuyển trường tới Azechi chuyên ăn mặc kì quái như lolita và cũng không giao du với ai lại bất ngờ tới mà muốn “làm bạn” với Kougami. Ngỡ ngàng hơn nữa khi Kougami lại đồng ý với mong muốn của Azechi, dù đấy chỉ là trên hình thức. Câu chuyện “mặt chìm mặt nổi” phản ánh một phần góc tối nơi đời sống học đường, đặc biệt là thế giới của những cô gái tuổi mới lớn đầy phức tạp và thậm chí có phần tàn nhẫn. Bên cạnh đó, chúng tôi còn phải giải quyết vụ việc “tiếng gọi chim non” tại nhà Sakurako, trước khi có chuyến du ngoạn tới hồ thắng cảnh tuyệt đẹp tại Biei và phát hiện một xác chết bí ẩn. Một vụ án tương tự với cái xác không xác định tại đầm Junsai ở Hakodate. Thanh âm dạo đầu ấy liệu có phải báo hiệu cho một mùa trỗi dậy của những cánh bướm?",Thái Hà,129000,316,109500,21/12/2021,NXB Hà Nội,Hết hàng,450
Park Eun-Gyung,Bộ sách 365 ngày an toàn cho bé,"Giới thiệu các quy tắc cần thực hiện để bé giữ an toàn cho bản thân khi đi học. Trường học là nơi an toàn, nhưng khi chơi đùa, tham gia các hoạt động thể chất hoặc di chuyển trên đường, bé sẽ có thể gặp các tình huống ngoài ý muốn.",Thái Hà,300000,176,255000,01/01/2023,NXB Hà Nội,Còn hàng,200
Park Eun-Gyung,"Hứa với mẹ, bé luôn giữ gìn cơ thể quý giá","Giới thiệu các quy tắc cần thực hiện để giữ an toàn cho bản thân, giúp các bé tránh được các tình huống nguy hiểm như bắt cóc, bạo hành, lạm dụng trẻ em… Các tình huống đưa ra cực kỳ cụ thể, cùng những bài tập thực hành giúp bé nâng cao tính cảnh giác, biết cách giải quyết khi gặp phải tình huống nguy hiểm cho bản thân. Theo số liệu thống kê, hằng năm trên thế giới có đến 8 triệu trẻ em được thông báo mất tích. Số lượng trẻ em bị lạm dụng cũng rất lớn, các bé còn chưa nhận biết được những người có thể tin tưởng và những người không nên tin tưởng.",Thái Hà,75000,44,63500,01/01/2023,NXB Hà Nội,Còn hàng,100
Park Eun-Gyung,"Hứa với mẹ, bé hãy an toàn khi ra ngoài","Giới thiệu các quy tắc cần thực hiện để bé giữ an toàn cho bản thân khi đi ra ngoài. Cuốn sách này nêu ra các quy tắc an toàn bé cần nhớ khi đi ra ngoài, tới nơi công cộng. Khi đi ra ngoài, các bé thường chạy nhảy vui đùa rất hồn nhiên, cũng chính vì thế, nếu không để ý, sẽ có rất nhiều tai nạn dễ xảy ra. Để phòng tránh những tai nạn đáng tiếc, cha mẹ hãy trang bị cho các bé những nguyên tắc an toàn theo từng tình huống cụ thể. Cuốn sách này mang đến cho cha mẹ cùng các bé giải pháp để ngăn ngừa những rủi ro, giúp bé khỏe mạnh và vui vẻ mỗi ngày.",Thái Hà,75000,44,63500,01/01/2023,NXB Hà Nội,Còn hàng,100
GS. Hà Vĩnh Thọ,Happy children – Hiểu về sự phát triển của trẻ để nuôi dạy con an lạc và hạnh phúc,"Hạnh phúc biết bao khi một đứa trẻ chào đời khỏe mạnh, và cũng thật lo lắng biết bao khi đón một đứa trẻ gặp khó khăn hoặc bệnh tật ra đời. Là cha mẹ, chúng ta rất dễ bị tổn thương và tình yêu của chúng ta chính là nguồn gốc của sự lo lắng. Khoảnh khắc chào đời này chỉ là khởi đầu của một hành trình dài sẽ tiếp tục trong suốt cuộc đời của chúng ta.",Thái Hà,179000,416,152000,01/01/2023,NXB Lao Động,Còn hàng,500
Bill Aulet,Bộ sách Kinh điển về khởi nghiệp,"Dù khởi nghiệp kinh doanh là con đường mà bạn đã hay sẽ lựa chọn, thì",Thái Hà,644000,688,547000,28/06/2023,NXB Công Thương,Còn hàng,700
Nguyễn Thanh Nga,Tớ Tự Tô - Những Người Bạn Dưới Nước,,NXB Kim Đồng,30000,12,25500,18/07/2023,NXB Kim Đồng,Còn hàng,150
Nguyễn Thanh Nga,Tớ Tự Tô - Xứ Sở Chim Muông,,NXB Kim Đồng,30000,12,25500,15/07/2023,NXB Kim Đồng,Còn hàng,150
Nguyễn Thanh Nga,Tớ Tự Tô - Rau Quả Ngọt Lành,,NXB Kim Đồng,30000,12,25500,15/07/2023,NXB Kim Đồng,Còn hàng,150
Dan Taylor,Sách Chuyển Động - First Stories - Vịt Con Xấu Xí - The Ugly Duckling,"Mỗi cuốn sách đều vô cùng sinh động với hình minh họa dễ thương, các điểm chuyển động giúp sách mở những không gian trải nghiệm thực tế, như thể trẻ được đứng giữa các nhân vật và chứng kiến câu chuyện thật.",Đinh Tị,119000,8,101000,20/07/2023,NXB Thanh Niên,Còn hàng,150
Búp trên cành,Câu Đố Dân Gian: Động Vật Và Thực Vật,Động vật và thực vật,NXB Phụ Nữ,33000,36,28000,19/07/2023,NXB Phụ Nữ,Còn hàng,150
Búp trên cành,Câu Đố Dân Gian: Đồ Vật Và Phương Tiện Giao Thông,Động vật và thực vật,NXB Phụ Nữ,33000,36,28000,19/07/2023,NXB Phụ Nữ,Còn hàng,150
Akira Kugaya,Chánh Niệm - Nghi Thức Phục Hồi Tâm Trí,"“Dù có ngủ 10 tiếng một ngày đi chăng nữa, mình vẫn thấy mệt mỏi.”",AZ Việt Nam,90000,216,76500,27/07/2023,NXB Thanh Niên,Còn hàng,400
Pamela Hutchinson,30 Giây Khoa Học - 30 Giây Điện Ảnh,,NXB Kim Đồng,155000,160,131500,24/07/2023,NXB Kim Đồng,Còn hàng,300
Russell Re Manning,30 Giây Khoa Học - 30 Giây Tôn Giáo,,NXB Kim Đồng,155000,160,131500,24/07/2023,NXB Kim Đồng,Còn hàng,300
Byron Sharp,Bộ Sách How Brands Grow - Con Đường Tăng Trưởng Thương Hiệu (Bộ 2 Cuốn),"(Sự thật đằng sau các chương trình quảng cáo, khuyến mãi và khách hàng thân thiết)",Alpha Books,498000,720,423000,03/08/2023,NXB Công Thương,Còn hàng,Đang
Ph.D,Transcending The Levels Of Consciousness Siêu Việt Các Tầng Ý Thức,"Nội dung cuốn sách này đi sâu vào cá nhân và nghiên cứu những chướng ngại mang tính trải nghiệm chủ quan cản trở quá trình thăng tiến của ý thức, tức là quá trình đưa tới nhận thức tâm linh cao hơn và giúp các cá nhân tiến lên các tầng ý thức cao hơn nữa để chuẩn bị cho trạng thái cao cấp hơn gọi là Chứng ngộ.",Thái Hà,189000,416,160500,10/08/2023,NXB Thế Giới,Còn hàng,550
Georger R. R. Martin,The Rise Of The Dragon - Sự Trỗi Dậy Của Gia Tộc Rồng,Giới thiệu sách The Rise Of The Dragon - Sự Trỗi Dậy Của Gia Tộc Rồng,1980 Books,519000,412,441000,31/07/2023,NXB Thanh Niên,Còn hàng,600
Súp Lơ,Vũ Trụ Comic Strip Tập 3: Vũ Trụ Học Đường,,Phan Thị,35000,56,29500,31/07/2023,NXB Văn Học,Còn hàng,Đang
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,"Muốn từ chối, lại sợ người khác phiền trách, phải làm thế nào?",Minh Long,90000,320,76500,01/01/2023,NXB Thanh Niên,Còn hàng,670
Kwon Il-Yong,Lý Do Tôi Đọc Tâm Lý Tội Phạm,Lý do tôi đọc tâm lý tội phạm - cuốn sách ghi lại những vụ án đẫm máu và kinh hoàng mà chính tác giả - người đi tiên phong trong lĩnh vực kết hợp điều tra phá án với nghiên cứu tâm lý học tại Hàn Quốc đã trực tiếp trải qua trong hơn 30 năm.,AZ Việt Nam,99000,176,84000,08/08/2023,NXB Dân Trí,Còn hàng,300
Lucha Sotomayor,"Tớ, Nhà Hoạt Động",,NXB Kim Đồng,115000,84,97500,08/08/2023,NXB Kim Đồng,Còn hàng,250
David Richo,Trưởng Thành Khi Yêu,cùng độc giả khám phá năm đặc tính của một tình yêu tỉnh thức và vai trò quan trọng của chúng trong các mối quan hệ. Nền tảng của một tình yêu trưởng thành chính là sự cam kết trao cho nhau những gì tác giả gọi là “Năm Chữ A”:,Thái Hà,189000,400,160500,14/08/2023,NXB Lao Động,Còn hàng,650
Hiếu Minh,Tranh Truyện Dân Gian Việt Nam: Sự Tích Hoa Vạn Thọ (Tái Bản 2023),"Mời các em cùng đọc truyện để có lời giải đáp! Những câu chuyện dân gian giúp các em giàu thêm mơ ước, biết sống đẹp và trân trọng truyền thống cha ông. Cùng tìm đọc hơn 100 cuốn Tranh truyện dân gian Việt Nam do NXB Kim Đồng ấn hành!",NXB Kim Đồng,20000,32,17000,19/08/2023,NXB Kim Đồng,Còn hàng,182
Nhiều tác giả,Cuốc Xe Tuổi Trẻ,"là một hành trình đầy sôi nổi và say mê của 12 họa sĩ trẻ Việt Nam, với 12 truyện ngắn bằng tranh sinh động và giàu sáng tạo. Mỗi câu chuyện là một góc nhìn, có khi huyền ảo, mộng mơ, có khi sâu lắng, day dứt, về một lát cắt đời thường, về một vấn đề xã hội, một sắc màu văn hóa, một góc khuất nội tâm hay một cảm xúc bất ngờ.",Nhã Nam,155000,186,131500,16/08/2023,NXB Thế Giới,Còn hàng,350
Thảo Thảo,Chỉ Cần Em Mạnh Mẽ Sẽ Có Cách Đừng Lo,"Cuộc đời không phải một đường thẳng, cuộc đời là một con đường gấp khúc, quanh co và có rất nhiều ngã rẽ. Cho nên dù bất kể là ai đi trên đó đều sẽ có lúc phải lầm đường lạc hướng, phải vấp ngã, phải phạm sai lầm và đau đớn một vài lần.",AZ Việt Nam,92000,216,78000,24/08/2023,NXB Văn Học,Còn hàng,350
Jules Verne,Năm Tuần Trên Khinh Khí Cầu (Bìa Mềm),,Đinh Tị,139000,472,118000,28/08/2023,NXB Thanh Niên,Còn hàng,330
Lưu Tiểu Đao,Ghi Chép Pháp Y - Tập 2 - Khi Tử Thi Biết Nói,"Nếu kẻ thủ ác dùng cái chết để khiến một người im lặng, thì bác sĩ pháp y sẽ giúp nạn nhân “mở miệng” thông qua những mật mã để lại trên thi thể. “Ghi chép pháp y 2 - Khi tử thi biết nói” được tác giả của bộ tiểu thuyết đình đám “Pháp y Tần Minh” và Phó giám đốc Hiệp hội pháp y Trung Quốc - Châu Diệc Vũ giới thiệu, là một trong những cuốn sách về pháp y và tội phạm đáng đọc nhất.",AZ Việt Nam,125000,232,106000,30/08/2023,NXB Thanh Niên,Còn hàng,400
Hoàng Sĩ Minh,Bắt Đầu Cuộc Hành Trình Nội Tại Bản Lĩnh,"Nếu bạn có thể chữa lành bản ngã tổn thương bên trong mình thì đã là một thành tựu rất lớn rồi, nhưng đừng quên thiên phú trời ban cho bạn vẫn còn rộng mở tiềm năng nữa. Trong cuốn sách này, tác giả Hoàng Sĩ Minh sẽ dẫn dắt bạn các bước để làm chủ cuộc hành trình bản lĩnh của nội tại:",AZ Việt Nam,95000,216,80500,25/08/2023,NXB Thế Giới,Còn hàng,400
ClydeBank Business,Quản Lý Công Việc Linh Hoạt Theo Phương Pháp Agile,Bạn đang là thành viên của dự án và chưa biết làm thế nào để tăng hiệu quả công việc?,1980 Books,149000,260,126500,09/09/2023,NXB Đại Học Kinh Tế Quốc Dân,Còn hàng,400
Nhung Tumany,"Nghề Ơi, Mở Ra!",B,Quảng Văn,169000,200,143500,28/08/2023,NXB Trẻ,Còn hàng,Đang
Yusuke Yonezu,Lật Giở Song Ngữ - Món Gì Vậy - Bìa Cứng,Sách lật giở song ngữ 0-3 tuổi,Nhã Nam,86000,14,73000,01/09/2023,Nxb Thông Tấn,Còn hàng,200
Uyên Tifi,Quý Cô Lagom - 7 Khía Cạnh Cuộc Sống Mà Tôi Học Được Từ Phụ Nữ Thụy Điển,"Với quan điểm ''Tôn giáo của tôi là sự tử tế, luật của tôi là nhân quả'', cô là một phụ nữ giàu lòng trắc ẩn và nỗ lực tạo sự khác biệt trong cuộc sống mọi người xung quanh bằng cách tạo những kết nối có giá trị, vì một cuộc sống tốt đẹp hơn.''",AZ Việt Nam,109000,178,92500,09/09/2023,NXB Thế Giới,Còn hàng,340
Zhu Qi Zhen,Độc Tâm Thuật,"Cuốn sách “Độc tâm thuật” cung cấp những nội dung phong phú và sống động dựa trên những ví dụ giải quyết tình huống thực tế của các chuyên gia phá án, giúp người đọc nắm chắc kỹ năng, làm chủ quá trình, nâng cao chất lượng và phá vỡ bế tắc giao tiếp. Trích dẫn hay trong sách:",1980 Books,169000,320,143500,23/09/2023,NXB Dân Trí,Còn hàng,490
David Robson,Cái Bẫy Của Trí Thông Minh,Updating,Saigon Books,250000,408,212500,09/09/2023,NXB Thế Giới,Còn hàng,550
Túy Hậu Ngư Ca,"Chỉ Muốn Thương Anh, Chiều Anh, Nuôi Anh","Kể từ lần đầu tiên gặp Trác Lương, anh đã trở thành một ngọn hải đăng sáng, soi tỏ quãng đường gai góc, tối tăm mịt mờ trong cuộc đời cô. Cô tưởng rằng, ngọn hải đăng ấy sẽ mãi mãi tỏa sáng rực rỡ, vững vàng đứng đó, thế nhưng một ngày, ngọn hải đăng này đã tối đi, yếu đi, lộ ra dáng vẻ bất lực trước sự nghiệt ngã của vận mệnh, khiến cho con đường mà cô đi cũng bị che phủ một lớp sương lạnh. Hơn ai hết, cô hy vọng ngọn hải đăng ấy có thể một lần nữa lại tỏa sáng. Cô muốn ở bên cạnh chăm sóc anh, tìm bác sĩ chữa trị đôi chân cho anh, là chỗ dựa của anh, cho anh dũng khí để đứng dậy đối mặt với cuộc đời như anh đã từng vươn tay ra, cứu lấy cô từ tay tử thần...",Đinh Tị,219000,584,186000,07/09/2023,NXB Văn Học,Còn hàng,700
Đỗ Quang Chính,Lịch Sử Chữ Quốc Ngữ 1620-1659,"Để thực hiện công cuộc truyền đạo của họ tại Đại Việt, các giáo sĩ Dòng Tên ngay từ khoảng đầu thế kỷ thứ XVII đã cố gắng tạo nên một lối chữ viết căn cứ trên mẫu tự La Tinh, nhờ đó có thể diễn tả ngôn ngữ Việt. Từ những sự dò dẫm phiên âm các nhân danh và địa danh lúc ban đầu, cho đến lúc Đắc Lộ cho xuất bản hai sách Quốc ngữ đầu tiên vào năm 1651, các cố gắng tập thể của các nhà truyền đạo Tây phương cho phép thành lập chữ viết của chúng ta ngày nay.",Thái Hà,150000,228,127500,23/09/2023,NXB Thế Giới,Còn hàng,420
A Tú,Lựa Chọn Sáng Suốt - Bước Đệm Cho Sự Trưởng Thành,Nội dung cuốn sách Lựa chọn sáng suốt - Bước đệm cho sự trưởng thành,MCBooks,168000,344,142500,21/11/2023,NXB Hồng Đức,Còn hàng,500
Kiều Bích Hương,Mật Hiệu OGO - Tập 1 - Sốc Từ Trong Nôi,"Câu chuyện kể về cậu bé Kobe và gia đình cậu, bố là người Bỉ, mẹ là người Việt Nam, chị gái Kate cùng cha khác mẹ và cô em gái Kim thông minh nhưng “chậm tiến” - một gia đình bình thường, mà sự khác biệt về ngôn ngữ, màu da, văn hóa, tuổi tác, không ngăn cản được tình yêu mến họ dành cho nhau, cùng nhau vượt qua đại dịch Covid-19 và chẳng ngại ngần dang rộng vòng tay đón nhận những người tị nạn chiến tranh đến từ Ukraina…",NXB Kim Đồng,30000,88,25500,08/09/2023,NXB Kim Đồng,Còn hàng,150
